Period,month,year,days_in_month,Base_gas,Cons_Elec,injections,cons_plantfuel,pr_exp,imp_pipe,pr_lng_import,Prod_tot,Cons_Comm,Cons_Vehfuel,Prod_marketed,withdrawals,Cons_Resi,exp_LNG,tot_storage_cap,Prod_dry,Tot_working,pr_imp,Prod_delivered,pr_ind,Tot_storage ,Cons_pipefuel,pr_citygate,ext_loss,pr_pipeexp,imp_LNG,imp_tot,exp_tot,pr_resi,Net_withdrawals,Cons_tot,pr_comml,Cons_ind,pr_elec_power,pr_LNG_exp,exp_pipe,Price_HH,Price_k1,Price_k2,Price_k3,wcdd,wcdd_dev,gwhdd,gwhdd_dev
2014-02,2,2014,28,4360.23,19.68,104.37,3.99,9.56,8.63,10.99,84.18,17.5,0.1,72.61,832.54,30.46,0.1,9163.82,68.36,1199.99,9.11,91.29,6.63,5560.21,2.62,6.41,4.25,9.44,0.14,8.77,4.95,9.77,728.16,97.9,8.69,23.54,7.8,15.49,4.85,6.0,5.16,4.63,4.56,9.0,1.0,896.0,88.0
2014-03,3,2014,31,4349.99,18.09,134.06,4.02,8.2,7.47,8.47,84.64,13.58,0.1,73.13,487.51,22.58,0.0,9164.45,68.86,857.31,8.12,76.3,6.47,5207.3,2.19,6.57,4.28,8.2,0.09,7.55,4.82,10.7,353.45,82.51,9.35,21.96,6.29,14.31,4.82,4.9,4.49,4.46,4.48,11.0,-7.0,745.0,29.0
2014-04,4,2014,30,4356.66,18.3,322.91,4.12,4.93,6.59,17.34,86.13,8.37,0.1,74.92,105.47,11.87,0.0,9164.5,70.54,1066.38,5.11,59.56,5.85,5423.04,1.71,5.64,4.38,4.93,0.1,6.69,4.06,11.76,-217.44,65.39,9.49,20.93,5.25,13.23,4.06,4.66,4.61,4.63,4.66,34.0,4.0,368.0,-31.0
2014-05,5,2014,31,4352.89,20.87,528.76,4.1,5.01,6.58,5.99,84.94,5.7,0.1,74.52,51.12,6.56,0.06,9176.53,70.16,1547.94,4.6,52.78,5.74,5900.84,1.52,5.9,4.36,4.82,0.09,6.67,3.68,13.6,-477.64,58.39,9.7,19.55,5.09,15.78,3.62,4.58,4.54,4.54,4.53,119.0,22.0,144.0,-10.0
2014-06,6,2014,30,4358.15,24.02,506.39,4.12,4.81,6.39,10.48,85.33,4.72,0.1,74.9,43.75,4.19,0.0,9185.14,70.52,2005.48,5.32,52.55,5.46,6363.62,1.51,6.05,4.38,4.81,0.33,6.72,4.0,16.13,-462.64,58.18,9.94,19.53,4.99,12.58,3.99,4.59,4.59,4.6,4.58,238.0,25.0,22.0,-8.0
2014-07,7,2014,31,4361.28,27.2,463.0,4.21,4.74,6.29,11.8,84.81,4.44,0.1,76.5,63.5,3.64,0.09,9202.39,72.02,2399.97,4.77,54.89,5.43,6761.25,1.58,5.99,4.47,4.48,0.2,6.49,4.11,17.23,-399.5,60.68,10.06,19.52,4.58,16.01,4.01,4.05,4.03,4.03,4.04,308.0,-13.0,16.0,5.0
2014-08,8,2014,31,4366.29,28.96,446.87,4.23,4.38,6.61,6.56,85.32,4.42,0.1,76.91,73.37,3.39,0.09,9210.23,72.41,2768.4,3.87,56.5,4.96,7134.69,1.62,5.49,4.5,4.09,0.05,6.66,3.72,17.41,-373.5,62.36,9.67,19.63,4.25,16.01,3.63,3.91,3.9,3.93,4.0,292.0,2.0,9.0,-2.0
2014-09,9,2014,30,4369.09,25.7,468.6,4.23,4.41,6.53,8.73,87.52,4.96,0.1,76.88,47.07,4.06,0.1,9206.62,72.39,3187.02,4.24,54.52,5.02,7556.11,1.57,5.51,4.5,4.13,0.19,6.72,4.0,16.27,-421.53,60.31,9.39,19.7,4.34,15.74,3.9,3.92,3.92,3.98,4.06,189.0,34.0,77.0,2.0
2014-10,10,2014,31,4367.32,22.69,452.35,4.27,4.37,6.9,4.63,88.25,6.53,0.1,77.65,52.05,6.84,0.09,9209.91,73.11,3587.27,3.87,55.83,5.03,7954.59,1.6,5.16,4.54,4.09,0.22,7.12,3.71,13.11,-400.3,61.7,8.97,19.67,4.23,15.1,3.62,3.78,3.8,3.88,3.96,67.0,14.0,249.0,-36.0
2014-11,11,2014,30,4367.47,20.01,200.39,4.24,4.44,7.58,0.0,88.73,12.05,0.1,77.15,361.4,18.12,0.0,9233.47,72.64,3426.87,3.97,72.27,5.02,7794.34,2.08,4.91,4.51,4.44,0.0,7.58,4.03,10.19,161.01,78.58,8.29,21.99,4.68,12.17,4.03,4.12,4.24,4.34,4.3,9.0,-6.0,662.0,43.0
2014-12,12,2014,31,4364.79,20.61,142.81,4.28,4.25,7.93,7.45,89.36,13.77,0.1,77.75,429.21,23.13,0.0,9233.35,73.2,3141.22,4.44,79.86,5.62,7506.01,2.29,5.15,4.55,4.24,0.26,8.19,4.42,10.01,286.4,86.42,8.53,22.26,4.5,13.5,4.42,3.48,3.51,3.53,3.5,8.0,1.0,770.0,-142.0
2015-01,1,2015,31,4368.46,22.95,69.91,4.28,3.78,8.64,10.9,90.0,17.18,0.11,78.08,795.06,30.26,0.09,9233.14,73.44,2407.12,4.75,93.66,4.9,6775.58,2.54,4.48,4.63,3.51,0.37,9.01,4.66,9.5,725.14,100.48,8.15,23.17,4.31,17.39,4.57,2.99,2.93,2.91,2.88,5.0,-4.0,965.0,-81.0
2015-02,2,2015,28,4368.39,23.16,61.77,4.3,3.98,8.64,9.13,90.02,18.48,0.11,78.46,803.3,32.23,0.1,9232.33,73.81,1665.55,5.46,97.52,4.74,6033.94,2.65,4.57,4.65,3.81,0.44,9.08,5.18,9.08,741.53,104.47,7.81,23.56,5.02,12.87,5.08,2.87,2.76,2.77,2.81,4.0,-4.0,954.0,58.0
2015-03,3,2015,31,4369.36,22.86,182.08,4.32,3.41,7.83,8.1,91.21,12.44,0.11,78.81,375.55,20.42,0.0,9233.04,74.14,1471.48,3.9,77.18,4.46,5840.84,2.09,4.35,4.67,3.4,0.47,8.3,5.29,9.28,193.46,83.59,7.85,21.34,3.71,11.1,5.29,2.83,2.75,2.78,2.82,22.0,4.0,643.0,-102.0
2015-04,4,2015,30,4369.14,22.14,404.94,4.38,2.83,6.74,8.31,91.96,7.74,0.11,79.95,83.65,10.64,0.0,9233.1,75.21,1793.09,2.59,60.9,3.96,6162.23,1.65,3.93,4.74,2.83,0.1,6.84,4.34,10.43,-321.29,66.93,8.03,20.26,3.24,10.53,4.34,2.61,2.59,2.63,2.69,46.0,16.0,334.0,-34.0
2015-05,5,2015,31,4371.01,23.69,540.87,4.32,2.95,6.54,6.04,90.03,5.18,0.11,78.8,44.44,5.73,0.09,9231.0,74.12,2287.24,2.52,54.15,3.58,6658.25,1.47,4.25,4.67,2.85,0.06,6.59,4.33,12.73,-496.43,59.94,8.13,19.45,3.28,7.53,4.24,2.85,2.86,2.9,2.92,126.0,29.0,134.0,-10.0
2015-06,6,2015,30,4375.27,29.55,430.01,4.31,3.01,6.79,6.29,88.67,4.51,0.11,78.61,68.45,4.14,0.09,9230.77,73.95,2646.53,2.56,57.46,3.76,7021.81,1.56,4.44,4.66,2.91,0.09,6.88,4.61,15.07,-361.56,63.33,8.52,19.16,3.25,7.82,4.51,2.78,2.77,2.79,2.81,256.0,43.0,29.0,7.0
2015-07,7,2015,31,4380.28,33.73,378.81,4.32,3.06,6.77,4.53,88.91,4.31,0.11,78.86,94.66,3.49,0.09,9230.77,74.19,2924.43,2.66,60.73,3.74,7304.71,1.65,4.65,4.68,2.96,0.23,7.0,4.64,16.28,-284.14,66.7,8.49,19.09,3.23,8.1,4.55,2.84,2.8,2.81,2.85,342.0,21.0,8.0,-8.0
2015-08,8,2015,31,4372.4,33.12,394.16,4.33,3.09,6.54,3.45,88.54,4.36,0.11,78.95,84.99,3.32,0.09,9221.77,74.27,3241.63,2.74,60.26,3.79,7614.03,1.64,4.59,4.68,2.99,0.36,6.9,4.67,16.88,-309.16,66.22,8.46,19.35,3.23,7.91,4.58,2.77,2.75,2.78,2.88,312.0,22.0,14.0,4.0
2015-09,9,2015,30,4373.21,29.83,435.39,4.35,2.92,6.77,6.03,90.71,4.6,0.11,79.45,63.37,3.62,0.09,9226.6,74.74,3614.08,2.75,57.47,3.65,7987.29,1.56,4.56,4.71,2.84,0.19,6.96,5.42,16.4,-372.02,63.38,8.43,19.3,3.2,7.17,5.33,2.66,2.64,2.72,2.88,225.0,70.0,40.0,-37.0
2015-10,10,2015,31,4373.75,25.53,400.88,4.32,2.73,7.02,12.38,90.52,6.29,0.11,78.87,70.05,6.5,0.09,9227.68,74.19,3942.28,3.23,58.21,3.54,8316.03,1.58,4.0,4.68,2.66,0.28,7.3,5.11,12.6,-330.83,64.11,7.79,19.77,3.04,6.53,5.02,2.34,2.38,2.59,2.73,66.0,13.0,249.0,-1.0
2015-11,11,2015,30,4376.35,24.41,201.29,4.3,2.63,7.02,4.2,90.87,9.44,0.11,78.54,213.6,13.55,0.1,9228.51,73.88,3926.82,2.4,68.8,3.28,8303.18,1.87,3.69,4.66,2.36,0.25,7.27,5.19,10.02,12.31,74.97,7.39,21.28,2.78,16.67,5.09,2.09,2.28,2.43,2.46,26.0,11.0,486.0,-176.0
2015-12,12,2015,31,4371.54,24.79,138.23,4.3,2.57,7.15,4.02,90.71,11.37,0.11,78.55,402.56,19.06,0.1,9230.84,73.89,3666.63,2.28,77.09,3.48,8038.17,2.09,3.75,4.66,2.3,0.18,7.33,5.22,9.27,264.34,83.49,7.23,21.76,2.72,15.95,5.11,1.93,2.04,2.1,2.16,20.0,13.0,640.0,-130.0
2016-01,1,2016,31,4369.16,24.97,66.04,4.27,2.54,8.44,5.48,91.07,16.23,0.11,78.56,794.7,28.35,0.0,9225.13,73.56,2938.09,2.8,92.93,3.62,7307.24,2.53,3.39,5.0,2.54,0.39,8.83,5.44,8.28,728.67,99.73,6.75,23.26,3.18,10.74,5.43,2.28,2.23,2.24,2.3,4.0,-5.0,937.0,-28.0
2016-02,2,2016,29,4369.32,23.79,111.44,4.34,2.28,8.35,5.12,91.51,14.26,0.11,79.67,514.53,23.8,0.11,9235.13,74.6,2534.29,2.43,84.81,3.58,6903.61,2.31,3.48,5.07,2.26,0.34,8.68,5.61,8.36,403.09,91.46,6.86,22.85,2.83,3.59,5.5,1.99,1.93,2.0,2.07,7.0,-2.0,711.0,-279.0
2016-03,3,2016,31,4360.44,24.02,215.37,4.29,2.04,7.49,3.29,91.13,9.63,0.11,78.77,263.95,14.68,0.33,9228.89,73.76,2486.32,1.73,69.82,3.02,6846.76,1.9,3.49,5.01,1.93,0.28,7.77,6.29,9.19,48.58,76.01,7.08,21.38,2.33,4.01,5.96,1.73,1.81,1.91,2.01,24.0,6.0,495.0,-148.0
2016-04,4,2016,30,4363.89,23.96,294.42,4.28,2.15,7.88,3.3,89.29,7.77,0.11,78.72,129.94,10.94,0.33,9232.3,73.71,2645.56,1.61,63.45,3.0,7009.45,1.73,3.22,5.01,2.04,0.16,8.04,5.93,9.65,-164.48,69.46,6.98,20.67,2.52,3.96,5.59,1.92,2.01,2.12,2.23,38.0,8.0,354.0,19.0
2016-05,5,2016,31,4366.21,25.95,402.38,4.23,2.15,7.84,3.45,89.29,5.53,0.11,77.82,73.83,6.26,0.32,9232.94,72.87,2966.27,1.55,57.61,2.9,7332.48,1.57,3.44,4.95,2.03,0.17,8.01,6.07,11.62,-328.55,63.41,7.32,19.76,2.49,4.21,5.75,1.92,2.08,2.23,2.31,106.0,9.0,173.0,39.0
2016-06,6,2016,30,4368.64,32.34,316.42,4.19,2.6,7.81,3.18,87.61,4.61,0.11,77.08,94.09,4.09,0.55,9237.21,72.17,3186.03,1.9,60.84,2.89,7554.67,1.66,3.84,4.91,2.39,0.25,8.06,6.1,14.43,-222.33,66.69,7.72,19.68,2.77,4.72,5.55,2.59,2.63,2.68,2.7,269.0,56.0,19.0,-10.0
2016-07,7,2016,31,4368.85,36.77,283.19,4.23,3.02,8.36,3.21,87.78,4.34,0.11,77.71,150.12,3.43,0.51,9236.02,72.76,3318.14,2.35,64.55,3.57,7686.99,1.76,4.42,4.95,2.78,0.19,8.55,6.09,16.56,-133.07,70.54,8.14,19.89,3.07,5.63,5.58,2.82,2.76,2.74,2.8,387.0,66.0,5.0,-2.0
2016-08,8,2016,31,4369.46,37.14,285.48,4.19,3.13,8.19,3.23,87.83,4.53,0.11,77.09,161.72,3.24,0.86,9236.02,72.18,3441.32,2.42,65.27,3.59,7810.78,1.78,4.33,4.91,2.84,0.26,8.45,6.91,17.6,-123.76,71.24,8.3,20.24,3.07,5.13,6.05,2.82,2.72,2.77,2.93,374.0,84.0,3.0,-10.0
2016-09,9,2016,30,4368.74,30.51,350.79,4.17,3.16,7.85,3.25,87.54,4.73,0.11,76.58,88.4,3.66,0.56,9236.0,71.7,3705.16,2.47,59.15,3.74,8073.91,1.61,4.6,4.88,2.99,0.1,7.95,6.73,16.78,-262.39,64.93,8.28,20.13,3.18,5.11,6.17,2.99,2.9,3.0,3.19,241.0,86.0,30.0,-10.0
2016-10,10,2016,31,4371.36,23.99,386.64,4.15,3.06,7.28,3.1,87.75,6.18,0.11,76.28,78.24,6.04,0.1,9235.9,71.42,4012.72,2.59,56.42,3.87,8384.09,1.54,4.19,4.86,3.05,0.19,7.47,5.69,13.74,-308.4,62.1,7.96,20.09,3.23,3.65,5.6,2.98,3.06,3.32,3.45,88.0,35.0,185.0,-64.0
2016-11,11,2016,30,4372.47,22.07,177.9,4.19,3.0,7.4,4.95,89.27,9.35,0.11,76.92,213.2,12.66,1.1,9235.94,72.02,3976.58,2.7,66.0,3.86,8349.05,1.8,3.9,4.9,2.74,0.3,7.7,7.6,10.77,35.29,71.98,7.67,21.8,3.14,4.58,6.5,2.55,2.88,3.02,3.05,23.0,8.0,452.0,-34.0
2016-12,12,2016,31,4379.74,21.64,86.66,4.14,3.82,8.77,4.63,88.6,14.93,0.11,76.05,762.2,25.62,1.35,9239.04,71.21,3296.94,3.5,85.98,4.27,7676.68,2.34,3.96,4.84,3.65,0.29,9.06,8.09,9.06,675.54,92.46,7.27,23.68,4.15,4.68,6.74,3.59,3.59,3.59,3.55,14.0,7.0,863.0,223.0
2017-01,1,2017,31,4377.9,21.28,112.5,4.09,4.26,8.99,5.56,87.86,15.46,0.13,75.47,787.4,26.8,1.66,9239.9,70.56,2622.16,3.74,87.36,4.85,7000.06,2.54,4.21,4.9,3.75,0.42,9.41,8.71,9.32,674.9,93.99,7.58,23.68,4.31,6.44,7.05,3.3,3.29,3.29,3.29,10.0,1.0,839.0,-98.0
2017-02,2,2017,28,4377.31,20.31,137.03,4.15,3.8,8.79,6.39,89.05,12.84,0.13,76.52,421.97,20.69,1.86,9239.9,71.55,2337.33,3.14,77.19,4.53,6714.64,2.24,4.13,4.97,3.24,0.3,9.09,9.04,10.01,284.94,83.58,7.89,23.21,3.72,5.99,7.18,2.85,2.91,3.0,3.07,15.0,7.0,600.0,-96.0
2017-03,3,2017,31,4377.79,21.68,174.88,4.24,3.21,8.89,4.35,90.23,11.99,0.13,78.25,449.32,18.71,1.4,9240.18,73.17,2062.5,2.68,74.97,3.92,6440.29,2.18,3.84,5.08,2.97,0.16,9.05,8.82,9.86,274.44,81.4,7.68,22.46,3.51,4.47,7.41,2.88,2.99,3.07,3.14,25.0,7.0,604.0,109.0
2017-04,4,2017,30,4378.92,20.9,352.3,4.25,3.65,7.77,3.74,89.67,7.07,0.13,78.35,122.13,9.3,1.69,9251.42,73.26,2291.25,2.64,58.45,4.11,6670.16,1.7,4.2,5.09,3.25,0.17,7.94,8.08,11.34,-230.17,64.4,8.04,21.05,3.5,5.16,6.39,3.1,3.19,3.28,3.34,51.0,21.0,278.0,-76.0
2017-05,5,2017,31,4384.74,22.58,430.35,4.25,3.57,7.7,3.86,89.64,5.76,0.13,78.35,89.62,6.44,1.96,9251.42,73.26,2626.51,2.7,55.18,4.02,7011.24,1.6,4.42,5.09,3.17,0.18,7.88,8.03,13.25,-340.73,61.03,8.31,20.27,3.61,4.8,6.07,3.15,3.24,3.32,3.35,107.0,10.0,177.0,4.0
2017-06,6,2017,30,4353.89,28.37,385.57,4.29,3.41,7.8,3.58,89.61,4.6,0.13,79.11,104.77,4.14,1.75,9256.14,73.97,2906.81,2.62,57.71,4.05,7260.7,1.68,4.82,5.14,3.1,0.19,7.99,8.44,16.06,-280.8,63.68,8.75,20.48,3.4,4.61,6.69,2.98,2.99,3.02,3.01,246.0,33.0,30.0,11.0
2017-07,7,2017,31,4355.74,34.9,303.38,4.34,3.37,7.91,3.44,88.84,4.31,0.13,79.92,153.53,3.47,1.73,9255.83,74.73,3054.15,2.4,62.92,3.92,7409.89,1.83,4.73,5.19,3.13,0.17,8.08,8.03,17.86,-149.85,69.08,8.81,20.11,3.32,4.26,6.3,2.98,2.96,2.95,2.99,364.0,43.0,3.0,-2.0
2017-08,8,2017,31,4355.3,32.97,353.39,4.33,3.27,7.74,3.34,89.34,4.43,0.13,79.88,157.76,3.35,1.47,9258.19,74.69,3249.9,2.38,61.42,3.78,7605.2,1.79,4.61,5.19,3.13,0.25,8.0,7.98,18.22,-195.62,67.54,8.76,20.55,3.24,3.88,6.51,2.9,2.9,2.94,3.02,284.0,-6.0,17.0,13.0
2017-09,9,2017,30,4355.48,28.64,419.31,4.41,3.3,7.56,4.08,92.11,4.83,0.13,81.27,102.78,3.82,1.82,9257.76,75.99,3567.23,2.12,57.92,3.83,7922.71,1.68,4.52,5.28,3.14,0.09,7.65,8.3,16.92,-316.54,64.02,8.52,20.5,3.27,3.88,6.47,2.98,3.01,3.08,3.23,194.0,39.0,64.0,34.0
2017-10,10,2017,31,4353.74,24.92,378.18,4.49,3.37,7.71,4.41,93.92,6.47,0.13,82.72,130.73,6.62,2.59,9257.72,77.34,3816.5,2.06,59.32,3.78,8170.24,1.72,4.03,5.37,3.11,0.08,7.79,9.02,13.39,-247.45,65.53,7.97,21.18,3.24,4.02,6.44,2.88,2.92,3.09,3.2,82.0,29.0,224.0,39.0
2017-11,11,2017,30,4353.09,22.21,199.03,4.63,3.54,7.8,3.59,96.57,10.75,0.13,85.29,285.0,15.59,2.67,9261.09,79.75,3709.26,2.53,71.86,3.84,8062.35,2.09,3.97,5.54,3.18,0.21,8.01,9.59,10.14,85.98,78.58,7.51,23.18,3.5,4.47,6.92,3.01,3.06,3.15,3.15,23.0,8.0,535.0,83.0
2017-12,12,2017,31,4359.79,25.32,90.71,4.66,3.68,8.5,5.55,97.59,15.7,0.13,85.89,785.46,26.51,2.66,9264.13,80.38,3032.6,3.27,92.21,4.19,7392.39,2.68,4.0,5.51,3.28,0.35,8.85,9.68,9.29,694.75,99.55,7.42,24.54,3.81,4.74,7.02,2.82,2.78,2.78,2.74,9.0,2.0,875.0,12.0
2018-01,1,2018,31,4356.96,25.35,140.85,4.34,3.97,9.14,7.51,96.55,17.87,0.14,84.46,1036.9,31.65,2.34,9254.96,78.74,2140.56,4.41,100.25,4.46,6497.52,3.19,4.36,5.72,3.85,0.54,9.67,9.68,8.9,896.05,107.77,7.4,25.23,5.38,4.34,7.35,3.87,3.15,2.96,2.8,4.0,-5.0,958.0,119.0
2018-02,2,2018,28,4357.1,24.64,132.51,4.43,3.93,8.24,5.95,98.26,15.15,0.14,86.23,599.43,24.64,2.63,9254.4,80.39,1672.66,3.02,89.54,4.85,6029.76,2.85,3.99,5.84,3.31,0.24,8.48,9.84,9.63,466.92,96.81,7.74,24.97,3.75,5.62,7.21,2.67,2.66,2.67,2.7,17.0,9.0,702.0,102.0
2018-03,3,2018,31,4353.09,24.4,164.12,4.48,3.37,8.52,7.07,99.01,13.48,0.14,87.23,449.15,21.27,2.95,9251.2,81.33,1390.28,2.45,83.1,4.0,5743.37,2.64,3.69,5.91,2.87,0.21,8.73,9.4,9.76,285.03,90.22,7.71,23.8,3.32,4.45,6.45,2.69,2.7,2.73,2.78,15.0,-3.0,662.0,58.0
2018-04,4,2018,30,4350.46,23.46,255.58,4.47,3.46,7.97,4.57,99.2,10.06,0.14,87.08,223.81,14.69,2.86,9246.18,81.19,1426.8,2.2,71.6,3.89,5777.26,2.28,3.65,5.9,2.98,0.1,8.08,9.3,10.05,-31.77,78.35,7.65,23.24,3.26,4.56,6.44,2.8,2.72,2.76,2.8,22.0,-8.0,479.0,201.0
2018-05,5,2018,31,4351.69,27.36,488.97,4.52,3.7,7.24,4.61,99.95,5.28,0.14,88.09,65.91,5.45,3.06,9246.08,82.12,1847.45,1.73,59.87,3.8,6199.14,1.9,4.14,5.96,2.99,0.09,7.33,8.78,13.52,-423.06,66.29,8.34,21.64,3.16,5.03,5.72,2.8,2.83,2.86,2.87,141.0,44.0,108.0,-68.0
2018-06,6,2018,30,4353.84,31.75,436.18,4.54,3.43,7.52,4.62,99.09,4.75,0.14,88.53,87.63,3.97,2.45,9244.22,82.54,2195.23,1.87,62.25,3.77,6549.06,1.98,4.49,5.99,2.96,0.1,7.62,8.73,16.47,-348.55,68.77,8.58,21.64,3.23,4.65,6.28,2.97,2.94,2.94,2.92,265.0,52.0,21.0,-9.0
2018-07,7,2018,31,4354.24,39.47,361.54,4.63,3.72,7.79,3.72,101.23,4.44,0.14,90.3,175.17,3.42,3.17,9244.72,84.18,2381.27,2.16,69.0,3.75,6735.51,2.19,4.5,6.11,2.98,0.18,7.97,9.87,17.85,-186.38,75.83,8.84,21.54,3.35,5.28,6.7,2.83,2.79,2.77,2.79,376.0,55.0,4.0,1.0
2018-08,8,2018,31,4355.0,38.24,407.14,4.73,3.78,7.47,3.72,103.43,4.61,0.14,92.12,171.78,3.22,2.95,9244.72,85.88,2616.84,2.22,67.76,3.67,6971.85,2.15,5.25,6.24,3.13,0.18,7.65,10.05,18.56,-235.36,74.64,8.69,21.55,3.39,5.33,7.09,2.96,2.91,2.91,2.95,353.0,63.0,6.0,-11.0
2018-09,9,2018,30,4355.77,34.33,463.81,4.81,3.47,7.03,5.02,105.13,4.89,0.14,93.63,129.75,3.74,2.71,9244.72,87.29,2950.37,2.09,65.0,3.75,7306.14,2.07,4.72,6.34,2.98,0.11,7.14,10.06,17.23,-334.06,71.87,8.57,21.9,3.23,4.78,7.35,3.0,2.9,2.9,2.98,236.0,81.0,52.0,-12.0
