Period,month,year,days_in_month,Base_gas,Cons_Elec,injections,cons_plantfuel,pr_exp,imp_pipe,pr_lng_import,Prod_tot,Cons_Comm,Cons_Vehfuel,Prod_marketed,withdrawals,Cons_Resi,exp_LNG,tot_storage_cap,Prod_dry,Tot_working,pr_imp,Prod_delivered,pr_ind,Tot_storage ,Cons_pipefuel,pr_citygate,ext_loss,pr_pipeexp,imp_LNG,imp_tot,exp_tot,pr_resi,Net_withdrawals,Cons_tot,pr_comml,Cons_ind,pr_elec_power,pr_LNG_exp,exp_pipe,Price_HH,Price_k1,Price_k2,Price_k3,wcdd,wcdd_dev,gwhdd,gwhdd_dev
2018-10,10,2018,31,4356.62,28.64,421.57,4.87,3.76,6.74,5.9,106.93,7.66,0.14,94.81,131.04,8.24,2.9,9244.49,88.4,3236.26,2.61,66.75,4.03,7592.87,2.12,4.1,6.42,3.28,0.2,6.94,9.89,12.22,-290.52,73.74,7.69,22.08,3.52,4.92,6.99,3.28,3.21,3.26,3.32,84.0,31.0,301.0,77.0
2018-11,11,2018,30,4356.31,25.43,213.14,4.95,4.46,6.99,10.7,108.66,12.88,0.14,96.47,418.02,19.97,3.59,9240.25,89.94,3030.08,4.1,82.94,4.51,7386.39,2.64,4.28,6.53,3.92,0.09,7.08,11.26,9.42,204.88,90.53,7.34,24.53,4.34,5.62,7.67,4.09,4.11,4.11,3.96,16.0,1.0,653.0,119.0
2018-12,12,2018,31,4360.53,24.59,190.51,4.93,5.22,7.82,8.64,109.4,14.81,0.14,96.0,510.85,24.7,3.96,9240.54,89.5,2708.32,4.89,89.0,5.47,7068.85,2.83,4.72,6.5,4.39,0.48,8.3,11.74,9.62,320.34,96.76,7.7,24.77,4.89,6.84,7.77,4.04,3.9,3.8,3.58,8.0,1.0,787.0,-88.0
2019-01,1,2019,31,4366.11,27.37,95.14,4.8,4.39,8.91,9.36,108.93,17.88,0.15,95.96,803.76,30.77,4.1,9241.63,89.25,1994.0,4.3,101.99,5.02,6360.11,3.67,4.03,6.71,3.6,0.47,9.38,11.77,9.36,708.61,110.46,7.67,25.83,4.16,5.89,7.67,3.11,3.11,2.97,2.78,5.0,-4.0,945.0,-14.0
2019-02,2,2019,28,4365.89,27.83,104.35,4.83,3.76,8.06,8.97,109.18,16.87,0.15,96.62,672.5,28.9,3.67,9248.74,89.86,1426.21,4.06,99.42,4.62,5792.1,3.58,3.91,6.75,3.17,0.27,8.33,11.78,9.4,568.14,107.83,7.54,25.67,3.78,5.06,8.11,2.69,2.68,2.69,2.71,14.0,6.0,807.0,105.0
2019-03,3,2019,31,4360.57,26.24,189.69,4.85,3.68,8.05,7.7,109.13,13.68,0.15,97.06,434.93,22.21,4.22,9224.36,90.27,1184.89,3.79,86.48,4.31,5545.46,3.11,4.07,6.79,3.04,0.11,8.16,12.05,9.42,245.24,94.45,7.4,24.2,3.6,4.84,7.83,2.95,2.8,2.82,2.86,15.0,-3.0,706.0,44.0
2019-04,4,2019,30,4367.45,24.66,485.6,4.88,3.32,6.79,7.32,110.51,8.22,0.15,97.53,103.53,10.95,4.24,9222.15,90.71,1559.4,2.14,66.48,3.99,5926.85,2.39,3.72,6.82,2.49,0.09,6.89,11.27,10.85,-382.07,73.75,7.72,22.5,2.99,4.7,7.04,2.65,2.6,2.64,2.69,38.0,8.0,327.0,-153.0
2019-05,5,2019,31,4371.97,26.97,556.92,4.92,3.51,6.7,7.66,110.45,5.96,0.15,98.27,85.02,6.85,4.67,9226.18,91.4,2031.03,1.81,61.7,3.64,6403.0,2.22,3.66,6.87,2.94,0.0,6.7,11.89,12.76,-471.9,68.84,8.06,21.77,2.85,4.39,7.21,2.64,2.59,2.62,2.63,122.0,25.0,178.0,70.0
2019-06,6,2019,30,4374.73,33.02,523.07,4.93,3.18,6.7,8.44,109.99,4.82,0.15,98.54,91.81,4.31,4.73,9226.88,91.65,2460.75,1.54,63.43,3.55,6835.48,2.28,4.17,6.89,2.28,0.0,6.71,12.01,15.6,-431.26,70.64,8.29,21.14,2.66,4.57,7.27,2.4,2.33,2.32,2.31,220.0,7.0,33.0,12.0
2019-07,7,2019,31,4374.37,40.47,415.59,4.96,3.47,7.34,6.73,109.55,4.58,0.15,99.09,161.5,3.61,5.06,9226.77,92.16,2714.2,1.86,69.76,3.33,7088.57,2.51,4.17,6.93,2.26,0.09,7.43,12.69,17.74,-254.09,77.22,8.47,20.95,2.63,5.29,7.63,2.37,2.3,2.28,2.32,378.0,57.0,3.0,-1.0
2019-08,8,2019,31,4376.64,41.22,453.25,5.08,3.23,7.01,4.57,111.23,4.54,0.15,101.5,167.6,3.29,4.47,9227.87,94.4,2997.81,1.73,70.89,3.18,7374.44,2.55,4.15,7.1,2.15,0.09,7.1,12.42,18.37,-285.65,78.51,8.41,21.69,2.5,5.13,7.95,2.22,2.17,2.18,2.26,331.0,41.0,9.0,4.0
2019-09,9,2019,30,4378.07,36.03,528.51,5.1,3.56,6.94,0.0,113.22,4.77,0.15,101.88,109.36,3.66,5.34,9229.0,94.76,3414.94,1.65,66.07,3.35,7793.01,2.38,4.07,7.12,2.38,0.0,6.94,13.15,17.61,-419.15,73.54,8.34,21.46,2.68,5.28,7.81,2.56,2.51,2.56,2.7,237.0,82.0,38.0,-14.0
2019-10,10,2019,31,4378.74,30.22,461.42,5.14,3.55,6.61,4.65,114.58,6.97,0.15,102.78,115.66,7.47,5.74,9229.75,95.59,3762.04,2.15,66.86,3.43,8140.78,2.41,3.42,7.18,2.28,0.18,6.79,13.73,12.5,-345.75,74.4,7.63,22.05,2.58,5.31,7.99,2.33,2.34,2.51,2.62,79.0,26.0,295.0,-6.0
2019-11,11,2019,30,4379.98,27.3,201.18,5.22,4.03,7.37,7.12,116.98,12.96,0.15,104.46,350.86,19.64,6.35,9229.8,97.16,3610.03,2.8,84.53,3.86,7990.01,3.04,3.46,7.3,2.66,0.09,7.46,14.73,9.33,149.68,92.79,6.98,24.49,3.08,5.84,8.38,2.65,2.62,2.68,2.63,14.0,-1.0,644.0,-9.0
2019-12,12,2019,31,4379.63,29.4,137.8,5.22,3.89,7.92,6.17,116.86,14.74,0.15,104.35,556.27,24.28,7.12,9229.69,97.05,3188.24,3.23,93.69,3.84,7567.87,3.37,3.5,7.29,2.48,0.34,8.26,15.54,9.3,418.47,102.28,7.19,25.13,3.04,5.55,8.42,2.22,2.28,2.27,2.22,10.0,3.0,778.0,-8.0
2020-01,1,2020,31,4380.4,30.61,94.44,5.15,3.74,8.03,6.03,116.02,15.83,0.13,103.04,665.07,26.61,8.07,9247.33,95.33,2616.18,2.64,98.35,3.71,6996.58,3.62,3.26,7.71,2.13,0.43,8.45,16.47,9.43,570.63,107.11,7.24,25.17,2.74,5.42,8.39,2.02,2.03,2.02,2.04,9.0,0.0,808.0,-136.0
2020-02,2,2020,29,4379.19,30.79,98.9,5.14,3.51,8.02,5.67,115.98,15.43,0.13,102.92,634.41,25.42,7.79,9247.29,95.21,2080.88,2.04,96.76,3.58,6460.08,3.56,3.09,7.7,1.93,0.2,8.22,15.66,9.19,535.51,105.47,7.03,24.98,2.5,5.12,7.88,1.91,1.84,1.87,1.92,10.0,1.0,757.0,-78.0
2020-03,3,2020,31,4379.31,28.73,236.34,5.15,3.3,6.79,4.34,115.56,10.94,0.13,103.1,285.49,16.99,7.88,9247.26,95.39,2029.36,1.68,79.72,3.39,6408.67,2.93,3.25,7.72,1.74,0.09,6.88,16.05,9.8,49.15,87.81,7.29,22.92,2.23,4.91,8.17,1.79,1.73,1.78,1.87,33.0,15.0,552.0,-154.0
2020-04,4,2020,30,4383.96,25.93,436.76,5.02,3.21,6.23,1.48,112.47,7.94,0.13,100.39,130.58,12.6,7.02,9256.69,92.88,2332.49,1.5,67.72,3.0,6716.45,2.49,3.05,7.51,1.68,0.11,6.33,14.03,10.42,-306.18,75.23,7.24,21.12,2.2,4.74,7.01,1.74,1.76,1.9,2.08,41.0,11.0,413.0,87.0
2020-05,5,2020,31,4386.65,27.0,521.99,4.72,3.61,5.93,4.26,105.97,5.25,0.13,94.42,73.99,7.63,5.89,9256.97,87.35,2777.58,1.63,59.92,2.91,7164.23,2.2,3.31,7.07,1.97,0.09,6.02,12.76,11.79,-448.01,66.84,7.73,19.9,2.26,5.53,6.87,1.75,1.81,2.0,2.08,108.0,11.0,188.0,9.0
2020-06,6,2020,30,4389.42,34.7,442.8,4.79,2.99,6.09,1.61,107.25,4.39,0.13,95.77,84.85,4.54,3.63,9256.93,88.6,3133.1,1.54,63.8,2.72,7522.52,2.35,3.81,7.17,1.78,0.16,6.25,11.28,15.33,-357.95,70.93,8.24,20.03,2.1,5.55,7.65,1.63,1.7,1.78,1.84,246.0,33.0,26.0,-7.0
2020-07,7,2020,31,4390.26,43.41,312.2,4.87,2.9,6.66,4.59,108.83,4.16,0.13,97.46,151.04,3.81,3.1,9256.88,90.17,3293.55,1.65,71.97,2.58,7683.81,2.65,3.92,7.29,1.83,0.13,6.79,11.26,17.49,-161.16,79.49,8.49,20.45,2.14,5.73,8.16,1.77,1.77,1.83,1.97,396.0,75.0,2.0,0.0
2020-08,8,2020,31,4389.7,41.16,401.38,4.86,3.28,6.72,1.52,108.06,4.23,0.13,97.15,173.89,3.51,3.63,9256.86,89.88,3522.22,1.89,69.98,2.85,7911.92,2.57,4.09,7.27,2.11,0.09,6.82,11.62,18.27,-227.5,77.4,8.48,20.94,2.5,5.85,7.99,2.3,2.34,2.49,2.81,345.0,55.0,8.0,-2.0
2020-09,9,2020,30,4388.93,33.86,449.59,4.86,3.49,5.77,3.4,108.84,4.79,0.13,97.25,126.17,4.22,5.04,9256.83,89.97,3839.84,2.02,64.47,3.3,8228.77,2.37,4.07,7.28,2.23,0.04,5.81,13.18,16.85,-323.42,71.71,8.45,21.47,2.49,5.53,8.14,1.92,2.28,2.82,3.22,179.0,24.0,79.0,42.0
2020-10,10,2020,31,4392.85,30.59,283.12,4.82,3.85,6.43,4.74,108.51,6.73,0.13,96.51,190.71,7.8,7.19,9258.79,89.29,3928.5,2.19,67.4,3.29,8321.35,2.48,3.5,7.22,2.17,0.0,6.43,15.54,12.26,-92.41,74.71,7.59,22.15,2.58,5.8,8.34,2.39,2.84,3.23,3.35,75.0,22.0,294.0,-1.0
2020-11,11,2020,30,4393.84,25.74,218.13,4.97,4.77,6.96,6.93,111.75,9.78,0.13,99.48,214.32,14.66,9.36,9259.45,92.04,3931.62,2.71,73.72,3.98,8325.46,2.71,3.81,7.45,2.73,0.09,7.05,17.61,10.99,-3.81,81.4,7.64,23.4,3.09,6.58,8.25,2.61,2.87,2.99,2.97,27.0,12.0,466.0,-178.0
2020-12,12,2020,31,4394.46,28.54,94.14,4.98,4.84,8.42,5.54,112.56,14.64,0.13,99.64,681.39,25.79,9.81,9259.49,92.18,3340.98,2.8,94.23,4.11,7735.44,3.46,3.57,7.46,2.85,0.18,8.6,17.84,9.75,587.25,102.67,7.4,25.11,3.3,6.48,8.03,2.59,2.58,2.58,2.57,5.0,-2.0,809.0,31.0
2021-01,1,2021,31,4394.39,28.14,75.82,5.12,4.62,8.96,7.62,113.45,16.05,0.15,100.59,782.89,28.87,9.85,9259.49,93.02,2634.97,2.86,98.71,4.08,7029.36,4.03,3.27,7.57,2.89,0.21,9.16,18.18,9.63,707.07,107.87,7.4,25.5,3.33,6.08,8.33,2.71,2.65,2.63,2.64,5.0,-4.0,876.0,68.0
2021-02,2,2021,28,4388.7,28.11,122.36,4.75,12.68,9.51,9.44,105.36,17.76,0.15,93.16,903.86,31.28,7.44,9259.46,86.15,1859.22,5.63,101.78,9.41,6247.91,4.16,12.1,7.01,18.64,0.2,9.71,15.14,9.29,781.5,110.69,7.36,24.49,16.29,6.52,7.7,5.35,2.92,2.87,2.9,10.0,2.0,892.0,162.0
2021-03,3,2021,31,4387.66,24.26,262.15,5.17,4.71,7.65,8.36,113.47,11.55,0.15,101.42,321.17,18.52,10.36,9259.46,93.78,1801.22,2.66,77.15,4.43,6188.88,3.15,4.09,7.64,2.91,0.05,7.7,19.21,10.48,59.02,85.46,8.0,22.67,3.4,6.25,8.85,2.62,2.62,2.66,2.72,21.0,3.0,567.0,15.0
2021-04,4,2021,30,4379.42,25.19,347.37,5.21,4.46,6.94,3.68,114.61,8.25,0.15,102.29,173.05,11.41,10.23,9259.39,94.59,1975.03,2.44,67.53,4.03,6354.46,2.76,3.92,7.7,2.72,0.0,6.95,18.81,12.21,-174.32,75.5,8.41,22.53,3.14,5.92,8.58,2.66,2.69,2.76,2.82,33.0,3.0,353.0,-60.0
2021-05,5,2021,31,4381.37,26.33,491.68,5.21,4.89,6.55,7.55,114.02,5.9,0.15,102.2,75.55,7.03,10.16,9259.36,94.51,2389.89,2.7,60.62,4.15,6771.26,2.48,4.34,7.69,3.02,0.05,6.61,18.65,14.08,-416.13,68.3,8.99,21.22,3.35,6.46,8.49,2.91,2.96,3.01,3.02,102.0,5.0,180.0,-8.0
2021-06,6,2021,30,4433.94,36.16,387.67,5.19,4.92,6.93,7.55,113.35,4.79,0.15,101.87,139.56,4.32,9.05,9259.32,94.2,2585.13,2.83,66.7,4.21,7019.07,2.73,5.05,7.67,3.25,0.0,6.93,17.97,17.64,-248.1,74.61,9.58,21.28,3.57,6.57,8.93,3.26,3.27,3.29,3.27,275.0,62.0,20.0,-6.0
2021-07,7,2021,31,4433.99,39.84,340.97,5.23,5.64,7.29,8.41,113.37,4.62,0.15,102.65,171.17,3.64,9.68,9259.28,94.92,2754.72,3.41,69.73,4.76,7188.71,2.85,5.58,7.73,3.84,0.06,7.35,18.26,19.83,-169.8,77.81,9.93,21.48,4.12,7.23,8.58,3.84,3.82,3.79,3.8,341.0,20.0,5.0,2.0
2021-08,8,2021,31,4434.85,40.66,345.76,5.25,6.06,7.13,7.27,114.36,4.57,0.15,103.11,186.5,3.43,9.62,9259.28,95.34,2917.27,3.52,70.38,5.02,7352.12,2.88,5.72,7.76,4.16,0.0,7.13,18.18,20.88,-159.26,78.51,10.21,21.57,4.45,7.75,8.56,4.07,4.03,4.05,4.12,354.0,64.0,5.0,-2.0
2021-09,9,2021,30,4436.76,33.17,473.43,5.24,6.7,7.3,9.3,114.11,5.01,0.15,102.89,82.84,3.95,9.49,9260.44,95.14,3305.98,4.07,63.57,5.48,7742.74,2.6,5.95,7.75,4.85,0.04,7.34,17.85,20.15,-390.59,71.41,10.3,21.29,5.09,8.34,8.36,5.16,5.12,5.17,5.27,189.0,34.0,42.0,-37.0
2021-10,10,2021,31,4437.83,30.44,451.79,5.33,7.97,7.36,7.34,116.12,6.34,0.15,104.69,90.98,6.21,9.62,9261.48,96.8,3665.38,4.79,65.0,6.69,8103.21,2.66,6.43,7.88,5.55,0.0,7.36,17.58,17.41,-360.8,72.99,10.47,21.85,5.75,9.98,7.97,5.51,5.58,5.74,5.82,78.0,25.0,206.0,-89.0
2021-11,11,2021,30,4438.7,29.4,188.67,5.38,8.1,8.02,34.77,118.17,11.26,0.15,105.66,320.63,16.07,10.21,9265.05,97.71,3532.78,5.18,81.08,6.99,7971.48,3.31,6.04,7.96,5.48,0.06,8.08,18.57,13.12,131.95,89.78,10.05,24.2,5.89,10.24,8.35,5.05,5.1,5.18,5.06,12.0,-3.0,552.0,86.0
2021-12,12,2021,31,4437.88,28.58,190.25,5.4,7.4,8.1,30.21,118.72,12.96,0.15,105.94,512.9,21.59,11.14,9264.87,97.96,3209.98,4.74,88.02,6.77,7647.86,3.6,5.87,7.98,4.62,0.05,8.15,20.03,13.08,322.65,97.01,10.36,24.74,5.15,9.62,8.89,3.76,3.86,3.79,3.67,19.0,12.0,688.0,-121.0
2022-01,1,2022,31,4437.36,31.01,75.58,5.26,7.04,9.35,38.7,115.84,17.83,0.15,103.2,1069.33,31.01,11.41,9264.75,95.26,2215.94,6.94,106.34,6.64,6653.3,4.27,5.39,7.94,4.96,0.21,9.56,19.7,12.02,993.76,115.86,9.81,26.35,6.97,8.56,8.29,4.38,4.26,3.96,3.91,5.0,-4.0,1003.0,127.0
2022-02,2,2022,28,4434.49,29.1,102.25,5.22,8.22,9.05,29.3,115.24,16.62,0.15,102.51,760.73,28.43,11.31,9259.11,94.54,1562.02,5.67,100.08,7.53,5996.51,4.03,5.8,7.97,5.53,0.16,9.21,19.52,12.18,658.48,109.33,10.04,25.78,6.26,10.17,8.2,4.69,4.46,4.39,4.42,8.0,0.0,796.0,-95.0
2022-03,3,2022,31,4434.0,25.14,231.08,5.3,7.24,8.28,30.24,116.57,12.49,0.15,104.04,394.46,19.06,11.75,9259.11,95.43,1401.47,4.7,81.12,6.34,5835.47,3.31,5.6,8.61,4.71,0.09,8.37,20.62,12.98,163.38,89.73,10.23,24.29,5.32,9.15,8.87,4.9,4.98,5.01,5.06,18.0,0.0,595.0,28.0
2022-04,4,2022,30,4439.76,24.94,354.15,5.35,8.45,8.16,7.36,117.35,9.24,0.15,105.05,140.39,13.0,11.02,9258.91,96.5,1611.77,5.49,70.66,6.88,6051.52,2.91,6.37,8.55,6.04,0.01,8.17,19.58,14.01,-213.76,78.92,10.63,23.34,6.45,10.33,8.56,6.6,6.71,6.81,6.88,44.0,14.0,399.0,46.0
2022-05,5,2022,31,4441.61,29.85,484.56,5.42,10.31,7.43,11.52,118.3,5.91,0.15,106.32,81.43,6.49,11.34,9255.89,97.75,2001.92,6.72,64.26,8.37,6443.52,2.66,8.45,8.57,7.62,0.02,7.45,19.89,17.76,-403.14,72.33,12.11,21.85,7.79,12.33,8.56,8.14,8.16,8.23,8.21,140.0,43.0,141.0,-39.0
2022-06,6,2022,30,4442.62,38.2,437.81,5.46,11.44,7.62,9.16,118.55,4.89,0.15,107.15,114.19,4.13,10.02,9257.0,98.53,2325.32,7.03,68.96,9.64,6767.94,2.85,10.13,8.63,7.97,0.01,7.63,18.46,22.69,-323.61,77.27,13.5,21.59,8.23,14.36,8.44,7.7,7.6,7.6,7.57,249.0,36.0,28.0,8.0
2022-07,7,2022,31,4444.4,45.16,361.69,5.47,9.99,8.2,11.8,119.03,4.67,0.15,107.43,181.65,3.56,9.69,9256.96,98.54,2505.12,6.0,74.78,8.14,6949.52,3.07,8.97,8.89,6.78,0.09,8.3,18.06,24.73,-180.04,83.32,13.54,21.24,7.76,12.76,8.37,7.28,7.19,7.1,7.1,373.0,52.0,3.0,-2.0
2022-08,8,2022,31,4445.77,44.36,382.47,5.5,12.22,7.51,14.89,119.33,4.56,0.15,108.05,176.24,3.33,9.68,9256.93,99.33,2709.42,6.62,74.02,9.76,7155.19,3.04,10.49,8.71,8.44,0.1,7.61,18.0,25.52,-206.22,82.56,14.24,21.62,9.33,15.45,8.32,8.81,8.78,8.77,8.85,340.0,50.0,4.0,-1.0
2022-09,9,2022,30,4444.85,37.39,536.07,5.57,12.79,7.79,8.61,121.26,5.01,0.15,109.36,100.1,3.82,9.85,9256.9,100.54,3145.64,6.0,67.9,9.95,7590.49,2.81,9.81,8.82,7.78,0.01,7.8,17.55,24.65,-435.97,76.28,14.58,21.55,8.46,16.72,7.7,7.88,7.76,7.85,8.02,190.0,35.0,66.0,24.0
2022-10,10,2022,31,4443.11,30.63,510.87,5.58,10.22,7.72,8.51,121.59,7.22,0.15,109.48,88.67,7.81,9.99,9257.52,100.61,3569.36,4.67,67.93,7.38,8012.47,2.81,6.83,8.87,5.03,0.01,7.73,17.88,18.72,-422.2,76.32,12.84,22.12,6.03,14.32,7.89,5.66,6.08,6.49,6.67,43.0,-10.0,299.0,94.0
2022-11,11,2022,30,4442.44,30.1,261.06,5.6,8.63,8.16,39.01,122.77,11.87,0.15,109.91,332.39,17.21,10.09,9259.12,100.95,3501.16,5.8,83.43,6.92,7943.6,3.4,6.74,8.95,4.94,0.05,8.21,18.46,15.63,71.33,92.43,11.89,24.09,5.96,11.68,8.37,5.45,6.43,6.77,6.49,20.0,5.0,588.0,36.0
2022-12,12,2022,31,4446.85,32.04,159.78,5.47,9.91,9.35,37.25,120.31,16.0,0.15,107.34,732.6,27.09,10.97,9257.86,99.32,2927.08,9.75,99.61,8.23,7373.94,4.02,7.68,8.02,6.28,0.1,9.45,19.27,14.74,572.82,109.09,12.03,24.33,9.53,12.67,8.3,5.53,5.77,5.6,5.09,10.0,3.0,883.0,195.0
2023-01,1,2023,31,4450.73,31.23,152.83,5.62,8.04,8.79,39.59,123.21,15.36,0.15,110.29,608.09,25.76,10.88,9263.57,101.79,2469.58,8.49,97.2,7.28,6920.31,3.93,7.11,8.5,4.03,0.09,8.88,19.58,15.28,455.26,106.75,12.47,24.71,7.55,11.24,8.71,3.27,3.42,3.2,3.17,8.0,-1.0,811.0,-192.0
2023-02,2,2023,28,4449.89,31.14,131.4,5.63,6.58,8.57,23.0,123.41,15.12,0.15,110.5,530.4,24.36,11.65,9263.57,101.84,2071.91,5.17,95.9,6.14,6521.8,3.88,6.2,8.66,2.91,0.14,8.71,20.47,15.01,399.0,105.41,12.13,25.14,4.64,9.36,8.82,2.38,2.44,2.53,2.68,13.0,5.0,717.0,-79.0
2023-03,3,2023,31,4449.04,30.0,172.46,5.67,5.56,8.0,19.02,123.95,13.14,0.15,111.28,396.22,20.39,11.84,9271.91,102.23,1849.67,3.28,87.74,5.03,6298.7,3.57,5.27,9.05,2.43,0.04,8.05,20.93,13.8,223.76,96.98,10.85,24.06,3.51,7.97,9.1,2.31,2.41,2.55,2.78,21.0,3.0,685.0,90.0
2023-04,4,2023,30,4451.38,28.91,390.81,5.67,4.92,7.34,4.61,123.95,8.38,0.15,111.39,125.91,11.23,12.49,9275.36,102.09,2113.02,2.51,72.03,4.07,6564.39,2.97,4.34,9.29,1.95,0.01,7.35,20.61,14.47,-264.9,80.68,10.5,23.37,2.81,6.86,8.13,2.16,2.2,2.38,2.59,35.0,5.0,357.0,-42.0
2023-05,5,2023,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,2.3,2.46,2.53,90.0,-7.0,163.0,21.0
